0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,-0.000000,0.000000,
-0.000000,-0.625000,-0.000000,0.000000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
-0.000000,-0.625000,-0.000000,-0.625000,
0.250000,0.089221,1.000000,0.625000,
0.625000,0.357110,1.000000,0.625000,
0.866669,-0.053593,1.000000,-0.625000,
1.000000,-0.625000,1.000000,-0.625000,
1.000000,-0.625000,1.000000,-0.625000,
1.000000,-0.250000,1.000000,-0.625000,
1.000000,0.500000,1.000000,0.625000,
1.000000,0.750000,1.000000,0.625000,
1.000000,0.125000,1.000000,0.000000,
1.000000,-0.250000,1.000000,0.000000,
1.000000,-1.000000,1.000000,-1.250000,
1.000000,-1.080442,1.000000,-1.080442,
1.000000,0.000000,1.000000,-1.080442,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.375000,1.000000,0.318758,
1.000000,0.187500,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.250000,1.000000,0.625000,
1.000000,0.250000,1.000000,0.625000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.187500,1.000000,0.000000,
1.000000,0.187500,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.125000,1.000000,0.000000,
1.000000,0.125000,1.000000,0.000000,
1.000000,0.125000,1.000000,0.000000,
1.000000,-0.395319,1.000000,-0.625000,
1.000000,-0.395319,1.000000,-0.625000,
1.000000,0.125000,1.000000,0.000000,
1.000000,0.125000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.312500,1.000000,1.250000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.000000,1.000000,0.000000,
1.000000,0.375000,1.000000,1.250000,
1.000000,0.375000,1.000000,1.250000,
1.000000,1.250000,1.000000,1.250000,
1.000000,1.250000,1.000000,1.250000,
1.000000,0.375000,1.000000,-1.250000,
